ORGANISM_ID,ORGANISM_NAME,ORGANISM_DESCRIPTION,STRAIN_ID,STRAIN_TYPE,STRAIN_CODE,STRAIN_DESCRIPTION,STRAIN_NOTES,ORGANISM_CLASS,RISK_GROUP,PATHOGEN,BIOLOGIST,IMPORT_PERMIT,OXYGEN_PREF,ATMOSPHERE_PREF,NUTRIENT_PREF,BIOFILM_PREF,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE,TAX_ID,BIOL_APPROVAL,SPECIAL_PRECAUTION,STRAIN_TISSUE,SCREEN_PANEL,LAB_RESTRICTION,SEQUENCE,SEQUENCE_LINK,SEQUENCE_MLST,MTA_DOCUMENT,MTA_STATUS,GEN_TYPE
GP_105,Staphylococcus aureus,,M34591,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,06/AUG/20,1280,,,,,PC2.2,,,,,,
GP_106,Staphylococcus aureus,,M34593,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_107,Staphylococcus aureus,,M35251,Clinical Isolate,,MSSA, From mixed culture with Acinetobacter baumannii - DO NOT USE as MSSA (Alysha Elliott),Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_108,Staphylococcus aureus,,M35252,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_109,Staphylococcus aureus,,M35254,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_110,Staphylococcus aureus,,M35255,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_111,Staphylococcus aureus,,M35264,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_112,Staphylococcus aureus,,M35268,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_113,Staphylococcus aureus,,M35491,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_114,Staphylococcus aureus,,M35953,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_115,Staphylococcus aureus,,M36523,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_116,Staphylococcus aureus,,M37410,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_117,Staphylococcus aureus,,M33376,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_118,Staphylococcus aureus,,M35249,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_119,Staphylococcus aureus,,M38184,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_120,Staphylococcus aureus,,M31414,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_121,Staphylococcus aureus,,M38509,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_122,Staphylococcus aureus,,M39864,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_123,Staphylococcus aureus,,M40725,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_124,Staphylococcus aureus,,M45447,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_125,Staphylococcus aureus,,M48439,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_126,Staphylococcus aureus,,M49406,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_127,Staphylococcus aureus,,M51977,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_128,Staphylococcus aureus,,M52817,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_129,Staphylococcus aureus,,M54307,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_130,Staphylococcus aureus,,M53519,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_131,Staphylococcus aureus,,M55707,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_132,Staphylococcus aureus,,M56123,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_133,Staphylococcus aureus,,M48662,Resistant;Clinical Isolate,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_134,Staphylococcus aureus,,M49378,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_135,Staphylococcus aureus,,M49411,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_136,Staphylococcus aureus,,M56924,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_137,Staphylococcus aureus,,M57543,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_138,Staphylococcus aureus,,M57544,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_139,Staphylococcus aureus,,M59014,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_140,Staphylococcus aureus,,M60609,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_141,Staphylococcus aureus,,M76385,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_142,Staphylococcus aureus,,M61448,Avirulent;Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_143,Staphylococcus aureus,,M63450,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_144,Staphylococcus aureus,,M74145,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_145,Staphylococcus aureus,,M74568,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_146,Staphylococcus aureus,,M75365,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_147,Staphylococcus aureus,,M76558,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_148,Staphylococcus aureus,,M77399,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_149,Staphylococcus aureus,,M78036,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_150,Staphylococcus aureus,,M78540,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_151,Staphylococcus aureus,,M81239,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_152,Staphylococcus aureus,,M81986,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_153,Staphylococcus aureus,,M82747,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_154,Staphylococcus aureus,,M85049,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_155,Staphylococcus aureus,,M85511,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_156,Staphylococcus aureus,,M78411,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_157,Staphylococcus aureus,,M87512,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_158,Staphylococcus aureus,,M90736,Avirulent;Resistant;Clinical Isolate,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_159,Staphylococcus aureus,,M89569,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_160,Staphylococcus aureus,,M88418,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_161,Staphylococcus aureus,,M88210,Resistant;Clinical Isolate,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_162,Staphylococcus aureus,,M97784,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_163,Staphylococcus aureus,,M97166,Resistant;Clinical Isolate,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_164,Staphylococcus aureus,,M96912,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_165,Staphylococcus aureus,,M234215,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_166,Staphylococcus aureus,,M121493,Avirulent;Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_167,Staphylococcus aureus,,M69739,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_168,Staphylococcus aureus,,M69740,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_169,Staphylococcus aureus,,M70241,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_170,Staphylococcus aureus,,M70964,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_171,Staphylococcus aureus,,M71121,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_172,Staphylococcus aureus,,M71122,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_173,Staphylococcus aureus,,M72749,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_174,Staphylococcus aureus,,M72760,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_175,Staphylococcus aureus,,M73508,Clinical Isolate;Mutant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_176,Staphylococcus aureus,,M74801,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_177,Staphylococcus aureus,,M74804,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_178,Staphylococcus aureus,,M64647,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_179,Staphylococcus aureus,,M65412,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_180,Staphylococcus aureus,,M65412,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_181,Staphylococcus aureus,,M66471,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_182,Staphylococcus aureus,,M66723,Resistant;Clinical Isolate,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_183,Staphylococcus aureus,,M67645,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_184,Staphylococcus aureus,,M67826,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_185,Staphylococcus aureus,,M67934,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_186,Staphylococcus aureus,,M68334,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_187,Staphylococcus aureus,,M69124,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_188,Staphylococcus aureus,,M72169,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_189,Staphylococcus aureus,,M72746,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_190,Staphylococcus aureus,,M73705,Clinical Isolate;Mutant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_191,Staphylococcus aureus,,M75392,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_192,Staphylococcus aureus,,M75683,Avirulent;Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_193,Staphylococcus aureus,,M75856,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_194,Staphylococcus aureus,,M75899,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_195,Staphylococcus aureus,,M76067,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_196,Staphylococcus aureus,,M76386,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_197,Staphylococcus epidermidis,,ATCC 14990,Type,,,,Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,s.ramu,12/JAN/21,1282,,,,Antibiogram GP,PC2.2,,,,,,
GP_198,Staphylococcus warneri,,ATCC 27836 ,Type,,type strain,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1292,,,,Antibiogram GP,PC2.2,,,,,,
GP_199,Staphylococcus capitis,,ATCC 27840,Type,,,,Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,29388,,,,Antibiogram GP,PC2.2,,,,,,
GP_200,Streptococcus pyogenes,,ATCC 14289,Clinical Isolate,,Group A,BHI/TSA/+Blood Agar,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,"Aerobic, but better with 5% CO2",,,,ORGDB,10/OCT/17,ORGDB,06/AUG/20,1314,,,,Antibiogram GP;Eurofins Peritonitis,PC2.3,,,,,,
GP_201,Streptococcus mitis,,ATCC 49456,Type,,type strain,"O/N liquid culture taks 48Hrs to grow, and very few and small colonies obtained (Needs to be grown at 37 with 5% CO2),  BHI/TSA+Blood",Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,5% CO2,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,28037,,,,Antibiogram GP,PC2.2,,,,,,
GP_202,Cutibacterium acnes,,ATCC 6919,Type,,NCTC 737 [VPI 038]; Formerly Propionibacterium acnes,Also grows on Reinforced clostridial agar/media. Initial culture takes 3-5 days,Gram-Positive,RG1,,A.Elliott,,Anaerobic Aerotolerant,80% N2 10% CO2 10% H2,,,1,ORGDB,10/OCT/17,a.elliott,17/JAN/19,1747,,,,,PC2.2,,,,,,
GP_203,Acidipropionibacterium acidipropionici,,ATCC 25562,Type,,VPI 0399 [14X]; Formerly Propionibacterium acidipropionici,Also grows in Reinforced Colstridial media with Cysteine,Gram-Positive,RG1,,A.Elliott,,Anaerobic Obligate ,80% N2 10% CO2 10% H2,,,1,ORGDB,10/OCT/17,a.elliott,17/JAN/19,1748,,,,,PC2.2,,,,,,
GP_204,Cutibacterium granulosum,,ATCC 25564,Type,,VPI 0507; Formerly Propionibacterium granulosum,Also grows in Reinforced Colstridial media with Cysteine,Gram-Positive,RG1,,A.Elliott,,Anaerobic Aerotolerant,80% N2 10% CO2 10% H2,,,1,ORGDB,10/OCT/17,a.elliott,17/JAN/19,1160719,,,,,PC2.2,,,,,,
GP_205,Corynebacterium diphtheriae,,ATCC 10700,Type,,"QC strain, NCTC 11136",BHI/TSA+Blood,Gram-Positive,RG1,,S.Ramu,,Aerobic,Aerobic,,,0,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1717,,,,Antibiogram GP,PC2.2,,,,,,
GP_206,Micrococcus luteus,,ATCC 4698,Type,,,Took 48 hours to grow (TSA&TSA+blood agar),Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1270,,,,Antibiogram GP,PC2.2,,,,,,
GP_207,Kocuria rosea,,ATCC 31251,,,Formerly Micrococcus roseus Flugge,Broth:NB/MHB - Agar:NA/TSA+Bloo,Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,1,ORGDB,10/OCT/17,a.elliott,17/JAN/19,1275,,,,Antibiogram GP,PC2.2,,,,,,
GP_208,Staphylococcus lugdunensis,,ATCC 49576,Control,,Quality control strain for API products,,Gram-Positive,RG1,,M.Hassan,,Aerobic,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,28035,,,,Antibiogram GP,PC2.2,,,,,,
